match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,raspberry,2,1,3,1,2
2,blueberry,1,2,3,1,2
3,blueberry,0,2,2,1,1
4,raspberry,2,1,3,1,1
5,raspberry,2,0,2,1,1
6,blueberry,0,2,2,1,1
7,blueberry,1,2,3,1,2
8,blueberry,0,2,2,1,1
9,raspberry,2,1,3,1,1
10,blueberry,1,2,3,1,2
11,blueberry,0,2,2,1,1
12,raspberry,2,1,3,1,1
13,raspberry,2,1,3,1,1
14,raspberry,2,0,2,1,1
15,blueberry,1,2,3,1,1
16,blueberry,0,2,2,1,2
17,raspberry,2,1,3,1,2
18,blueberry,0,2,2,1,1
19,blueberry,0,2,2,1,1
20,blueberry,1,2,3,1,1
21,blueberry,0,2,2,1,2
22,raspberry,2,0,2,1,1
23,raspberry,2,0,2,1,1
24,raspberry,2,0,2,1,2
25,blueberry,0,2,2,1,1
26,blueberry,0,2,2,1,1
27,raspberry,2,0,2,1,1
28,raspberry,2,1,3,1,2
29,raspberry,2,1,3,1,1
30,raspberry,2,1,3,1,1
31,raspberry,2,0,2,1,1
32,raspberry,2,0,2,1,1
33,blueberry,0,2,2,1,1
34,blueberry,1,2,3,1,2
35,raspberry,2,0,2,1,2
36,raspberry,2,1,3,1,1
37,raspberry,2,0,2,1,1
38,blueberry,0,2,2,1,1
39,raspberry,2,1,3,1,1
40,raspberry,2,0,2,1,1
41,raspberry,2,0,2,1,1
42,raspberry,2,0,2,1,1
43,blueberry,1,2,3,1,2
44,blueberry,0,2,2,1,2
45,raspberry,2,1,3,1,1
46,blueberry,0,2,2,1,1
47,blueberry,0,2,2,1,1
48,blueberry,0,2,2,1,1
49,raspberry,2,0,2,1,1
50,blueberry,1,2,3,1,1
51,raspberry,2,0,2,1,1
52,blueberry,1,2,3,1,1
53,raspberry,2,1,3,2,1
54,raspberry,2,1,3,1,1
55,blueberry,0,2,2,1,1
56,raspberry,2,0,2,1,1
57,blueberry,0,2,2,1,3
58,raspberry,2,0,2,1,1
59,blueberry,1,2,3,1,1
60,blueberry,1,2,3,1,2
61,blueberry,0,2,2,1,1
62,blueberry,0,2,2,1,1
63,blueberry,1,2,3,1,1
64,raspberry,2,0,2,1,1
65,raspberry,2,0,2,1,1
66,raspberry,2,1,3,1,2
67,blueberry,0,2,2,1,1
68,raspberry,2,0,2,1,2
69,blueberry,0,2,2,1,2
70,raspberry,2,0,2,2,1
71,raspberry,2,0,2,1,1
72,blueberry,1,2,3,1,2
73,raspberry,2,0,2,1,1
74,raspberry,2,1,3,1,1
75,raspberry,2,1,3,1,1
76,blueberry,1,2,3,1,1
77,raspberry,2,0,2,1,1
78,blueberry,0,2,2,1,1
79,raspberry,2,0,2,1,1
80,raspberry,2,1,3,1,1
81,raspberry,2,1,3,1,1
82,blueberry,0,2,2,1,1
83,raspberry,2,1,3,1,1
84,blueberry,1,2,3,1,1
85,blueberry,0,2,2,1,1
86,raspberry,2,1,3,1,2
87,blueberry,0,2,2,1,1
88,blueberry,1,2,3,1,1
89,raspberry,2,0,2,1,1
90,blueberry,1,2,3,1,1
91,blueberry,0,2,2,1,1
92,raspberry,2,0,2,1,1
93,blueberry,1,2,3,1,1
94,raspberry,2,1,3,1,1
95,blueberry,1,2,3,1,1
96,raspberry,2,1,3,1,1
97,blueberry,0,2,2,1,1
98,blueberry,1,2,3,1,3
99,blueberry,1,2,3,1,2
100,blueberry,0,2,2,1,1
101,raspberry,2,1,3,1,1
102,blueberry,1,2,3,1,1
103,raspberry,2,1,3,1,1
104,blueberry,0,2,2,1,1
105,blueberry,0,2,2,1,1
106,blueberry,0,2,2,1,1
107,blueberry,0,2,2,1,1
108,blueberry,1,2,3,1,1
109,blueberry,0,2,2,1,2
110,raspberry,2,0,2,2,1
111,blueberry,1,2,3,1,1
112,blueberry,1,2,3,1,1
113,blueberry,0,2,2,1,1
114,raspberry,2,1,3,1,2
115,blueberry,1,2,3,1,1
116,raspberry,2,0,2,1,1
117,blueberry,1,2,3,1,4
118,raspberry,2,0,2,1,1
119,blueberry,1,2,3,1,1
120,blueberry,1,2,3,1,1
121,raspberry,2,0,2,1,1
122,blueberry,0,2,2,1,1
123,raspberry,2,0,2,1,1
124,raspberry,2,1,3,1,3
125,blueberry,1,2,3,1,2
126,blueberry,0,2,2,1,1
127,blueberry,0,2,2,1,1
128,blueberry,1,2,3,1,1
129,blueberry,1,2,3,1,2
130,raspberry,2,0,2,1,1
131,blueberry,0,2,2,1,1
132,blueberry,0,2,2,1,2
133,blueberry,0,2,2,1,1
134,blueberry,1,2,3,1,1
135,blueberry,0,2,2,1,2
136,blueberry,1,2,3,1,3
137,blueberry,0,2,2,1,1
138,raspberry,2,0,2,1,1
139,blueberry,1,2,3,1,2
140,raspberry,2,0,2,1,1
141,blueberry,1,2,3,1,1
142,blueberry,1,2,3,1,2
143,blueberry,0,2,2,1,1
144,blueberry,0,2,2,1,1
145,raspberry,2,0,2,2,1
146,blueberry,1,2,3,1,1
147,blueberry,0,2,2,1,1
148,raspberry,2,1,3,1,1
149,blueberry,0,2,2,1,1
150,raspberry,2,1,3,1,1
151,blueberry,0,2,2,1,1
152,blueberry,1,2,3,1,1
153,blueberry,1,2,3,1,2
154,blueberry,0,2,2,1,1
155,raspberry,2,1,3,1,1
156,raspberry,2,0,2,1,1
157,blueberry,1,2,3,1,1
158,raspberry,2,1,3,1,1
159,blueberry,0,2,2,1,1
160,blueberry,0,2,2,1,2
