match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,raspberry,2,0,2,2,1
2,raspberry,2,1,3,2,1
3,blueberry,0,2,2,1,1
4,blueberry,0,2,2,1,1
5,blueberry,0,2,2,1,1
6,blueberry,1,2,3,1,1
7,blueberry,1,2,3,1,1
8,blueberry,0,2,2,1,1
9,raspberry,2,1,3,1,2
10,blueberry,1,2,3,1,3
11,blueberry,0,2,2,1,1
12,blueberry,0,2,2,1,1
13,blueberry,0,2,2,1,2
14,blueberry,0,2,2,1,1
15,blueberry,0,2,2,1,2
16,blueberry,1,2,3,1,1
17,blueberry,0,2,2,1,2
18,blueberry,0,2,2,1,1
19,blueberry,1,2,3,1,1
20,blueberry,0,2,2,1,2
21,blueberry,0,2,2,1,1
22,blueberry,1,2,3,1,1
23,blueberry,1,2,3,1,1
24,raspberry,2,0,2,1,1
25,blueberry,1,2,3,1,1
26,raspberry,2,1,3,1,1
27,raspberry,2,0,2,1,1
28,blueberry,0,2,2,1,3
29,blueberry,1,2,3,1,1
30,raspberry,2,0,2,1,1
31,blueberry,1,2,3,1,2
32,raspberry,2,1,3,1,1
33,raspberry,2,0,2,1,1
34,raspberry,2,1,3,1,2
35,raspberry,2,0,2,1,1
36,blueberry,0,2,2,1,2
37,blueberry,0,2,2,1,2
38,blueberry,0,2,2,1,1
39,blueberry,1,2,3,1,1
40,blueberry,0,2,2,1,1
41,blueberry,0,2,2,1,2
42,blueberry,0,2,2,1,1
43,blueberry,0,2,2,1,3
44,blueberry,1,2,3,1,2
45,blueberry,0,2,2,1,1
46,blueberry,1,2,3,1,1
47,raspberry,2,0,2,1,1
48,blueberry,0,2,2,1,1
49,raspberry,2,0,2,1,2
50,blueberry,0,2,2,1,1
51,blueberry,0,2,2,1,2
52,blueberry,1,2,3,1,1
53,blueberry,0,2,2,1,1
54,blueberry,0,2,2,1,1
55,blueberry,1,2,3,1,1
56,blueberry,0,2,2,1,2
57,raspberry,2,1,3,1,2
58,raspberry,2,0,2,1,1
59,blueberry,0,2,2,1,1
60,blueberry,0,2,2,1,1
61,blueberry,0,2,2,1,1
62,raspberry,2,1,3,1,1
63,blueberry,0,2,2,1,2
64,blueberry,0,2,2,1,2
65,blueberry,0,2,2,1,1
66,blueberry,0,2,2,1,1
67,blueberry,0,2,2,1,1
68,blueberry,0,2,2,1,1
69,blueberry,0,2,2,1,1
70,blueberry,1,2,3,1,2
71,blueberry,0,2,2,1,1
72,blueberry,1,2,3,1,1
73,blueberry,0,2,2,1,1
74,blueberry,0,2,2,1,1
75,raspberry,2,1,3,1,1
76,blueberry,0,2,2,1,1
77,blueberry,0,2,2,1,1
78,blueberry,1,2,3,1,2
79,blueberry,0,2,2,1,1
80,blueberry,1,2,3,1,2
81,blueberry,0,2,2,1,1
82,blueberry,1,2,3,1,1
83,raspberry,2,1,3,1,2
84,raspberry,2,1,3,1,1
85,raspberry,2,1,3,1,1
86,raspberry,2,0,2,1,2
87,blueberry,0,2,2,1,1
88,blueberry,0,2,2,1,2
89,raspberry,2,0,2,1,1
90,blueberry,0,2,2,1,1
91,blueberry,0,2,2,1,2
92,blueberry,1,2,3,1,2
93,blueberry,0,2,2,1,1
94,raspberry,2,1,3,1,1
95,blueberry,0,2,2,1,1
96,raspberry,2,0,2,1,1
97,raspberry,2,1,3,1,1
98,raspberry,2,1,3,1,1
99,blueberry,0,2,2,1,2
100,blueberry,0,2,2,1,1
101,blueberry,0,2,2,1,1
102,raspberry,2,0,2,1,1
103,raspberry,2,0,2,1,1
104,blueberry,1,2,3,1,1
105,blueberry,0,2,2,1,1
106,raspberry,2,0,2,1,1
107,raspberry,2,1,3,1,1
108,blueberry,0,2,2,1,1
109,blueberry,0,2,2,1,1
110,raspberry,2,0,2,1,1
111,blueberry,0,2,2,1,1
112,raspberry,2,1,3,1,1
113,raspberry,2,1,3,1,1
114,blueberry,0,2,2,1,1
115,blueberry,0,2,2,1,2
116,raspberry,2,1,3,1,1
117,blueberry,0,2,2,1,2
118,blueberry,0,2,2,1,1
119,blueberry,0,2,2,1,1
120,raspberry,2,1,3,1,1
121,blueberry,0,2,2,1,1
122,blueberry,0,2,2,1,1
123,blueberry,0,2,2,1,2
124,blueberry,0,2,2,1,1
125,blueberry,1,2,3,1,1
126,blueberry,0,2,2,1,3
127,raspberry,2,0,2,1,1
128,raspberry,2,1,3,1,3
129,blueberry,0,2,2,1,1
130,blueberry,0,2,2,1,1
131,blueberry,0,2,2,1,1
132,raspberry,2,1,3,1,2
133,blueberry,0,2,2,1,2
134,raspberry,2,1,3,1,1
135,blueberry,0,2,2,1,1
136,blueberry,0,2,2,1,1
137,blueberry,0,2,2,1,1
138,blueberry,0,2,2,1,1
139,blueberry,0,2,2,1,2
140,raspberry,2,0,2,1,1
141,blueberry,1,2,3,1,2
142,raspberry,2,1,3,1,1
143,blueberry,0,2,2,1,1
144,blueberry,1,2,3,1,2
145,raspberry,2,1,3,1,3
146,blueberry,1,2,3,1,1
147,blueberry,0,2,2,1,1
148,blueberry,1,2,3,1,1
149,blueberry,1,2,3,1,3
150,blueberry,1,2,3,1,1
151,blueberry,0,2,2,1,1
152,blueberry,0,2,2,1,3
153,blueberry,1,2,3,1,2
154,blueberry,0,2,2,1,1
155,raspberry,2,1,3,2,1
156,raspberry,2,0,2,1,1
157,blueberry,1,2,3,2,2
158,blueberry,0,2,2,1,2
159,blueberry,0,2,2,1,1
160,blueberry,0,2,2,1,2
