match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,blueberry,1,2,3,1,1
2,blueberry,1,2,3,1,1
3,blueberry,0,2,2,1,1
4,blueberry,0,2,2,1,1
5,blueberry,1,2,3,1,1
6,blueberry,1,2,3,1,1
7,blueberry,0,2,2,1,1
8,blueberry,1,2,3,1,1
9,blueberry,0,2,2,1,1
10,blueberry,0,2,2,1,1
11,blueberry,0,2,2,1,1
12,blueberry,1,2,3,1,1
13,blueberry,1,2,3,1,1
14,blueberry,1,2,3,1,1
15,blueberry,0,2,2,1,1
16,blueberry,0,2,2,1,1
17,blueberry,1,2,3,1,1
18,blueberry,0,2,2,1,1
19,blueberry,1,2,3,1,1
20,blueberry,1,2,3,1,1
21,blueberry,0,2,2,1,1
22,blueberry,1,2,3,1,1
23,blueberry,0,2,2,1,1
24,blueberry,0,2,2,1,1
25,blueberry,1,2,3,1,1
26,blueberry,0,2,2,1,1
27,blueberry,1,2,3,1,1
28,blueberry,0,2,2,1,1
29,blueberry,1,2,3,1,1
30,blueberry,1,2,3,1,1
31,blueberry,1,2,3,1,1
32,blueberry,1,2,3,1,1
33,blueberry,1,2,3,1,1
34,blueberry,1,2,3,1,1
35,blueberry,0,2,2,1,1
36,blueberry,1,2,3,1,1
37,blueberry,1,2,3,1,1
38,blueberry,0,2,2,1,1
39,blueberry,0,2,2,1,1
