match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,blueberry,0,2,2,1,1
2,blueberry,0,2,2,1,1
3,blueberry,0,2,2,1,2
4,blueberry,1,2,3,1,2
5,blueberry,0,2,2,1,2
6,blueberry,1,2,3,1,1
7,blueberry,1,2,3,1,1
8,blueberry,0,2,2,1,2
9,blueberry,0,2,2,1,2
10,blueberry,1,2,3,1,1
11,blueberry,0,2,2,1,1
12,blueberry,0,2,2,1,1
13,blueberry,0,2,2,1,1
14,blueberry,0,2,2,1,2
15,blueberry,0,2,2,1,1
16,blueberry,0,2,2,1,1
17,blueberry,0,2,2,1,1
18,blueberry,0,2,2,1,2
19,blueberry,0,2,2,1,2
20,blueberry,0,2,2,1,1
21,blueberry,1,2,3,1,1
22,blueberry,0,2,2,1,1
23,blueberry,0,2,2,1,1
24,blueberry,0,2,2,1,1
25,blueberry,0,2,2,1,1
26,blueberry,0,2,2,1,2
27,blueberry,0,2,2,1,1
28,blueberry,0,2,2,1,3
29,blueberry,0,2,2,1,1
30,blueberry,0,2,2,1,1
31,blueberry,0,2,2,1,2
32,blueberry,0,2,2,1,1
33,blueberry,0,2,2,1,1
34,blueberry,0,2,2,1,1
35,blueberry,0,2,2,1,1
36,blueberry,0,2,2,1,1
37,blueberry,0,2,2,1,2
38,blueberry,0,2,2,1,1
39,blueberry,0,2,2,1,1
40,blueberry,0,2,2,1,1
41,blueberry,0,2,2,1,1
42,blueberry,0,2,2,1,1
43,blueberry,0,2,2,1,1
44,blueberry,0,2,2,1,1
45,blueberry,0,2,2,1,2
46,blueberry,1,2,3,1,1
47,blueberry,0,2,2,1,1
48,raspberry,2,1,3,1,1
49,raspberry,2,1,3,1,1
50,blueberry,0,2,2,1,2
51,raspberry,2,1,3,1,1
52,blueberry,0,2,2,1,1
53,blueberry,0,2,2,1,1
54,blueberry,0,2,2,1,1
55,blueberry,1,2,3,1,2
56,blueberry,0,2,2,1,1
57,blueberry,1,2,3,1,2
58,raspberry,2,0,2,1,1
59,blueberry,0,2,2,1,1
60,blueberry,0,2,2,1,1
61,blueberry,0,2,2,1,2
62,blueberry,0,2,2,1,1
63,blueberry,0,2,2,1,2
64,blueberry,0,2,2,1,1
65,blueberry,0,2,2,1,2
66,blueberry,0,2,2,1,2
67,blueberry,0,2,2,1,1
68,blueberry,1,2,3,2,2
69,blueberry,1,2,3,1,1
70,blueberry,0,2,2,1,2
71,blueberry,0,2,2,1,2
72,blueberry,0,2,2,1,2
73,blueberry,0,2,2,1,1
74,blueberry,0,2,2,1,1
75,blueberry,0,2,2,1,1
76,blueberry,0,2,2,1,1
77,blueberry,0,2,2,1,2
78,blueberry,0,2,2,1,1
79,blueberry,0,2,2,1,1
80,blueberry,0,2,2,1,2
81,blueberry,0,2,2,1,1
82,blueberry,0,2,2,1,1
83,blueberry,0,2,2,1,1
84,blueberry,1,2,3,1,2
85,blueberry,0,2,2,1,2
86,blueberry,0,2,2,1,2
87,blueberry,0,2,2,1,2
88,blueberry,0,2,2,1,2
89,blueberry,1,2,3,1,2
90,blueberry,0,2,2,1,1
91,blueberry,0,2,2,1,1
92,blueberry,0,2,2,1,2
93,blueberry,0,2,2,1,1
94,blueberry,0,2,2,1,1
95,blueberry,0,2,2,1,2
96,blueberry,0,2,2,1,2
97,blueberry,0,2,2,1,1
98,blueberry,0,2,2,1,2
99,blueberry,0,2,2,1,1
100,blueberry,0,2,2,1,1
101,blueberry,0,2,2,1,1
102,blueberry,0,2,2,1,1
103,blueberry,0,2,2,1,1
104,blueberry,0,2,2,1,1
105,raspberry,2,1,3,1,1
106,blueberry,1,2,3,1,1
107,blueberry,0,2,2,1,1
108,blueberry,0,2,2,1,2
109,blueberry,0,2,2,1,1
110,blueberry,0,2,2,1,2
111,blueberry,0,2,2,1,1
112,blueberry,0,2,2,1,1
113,blueberry,0,2,2,1,2
114,blueberry,0,2,2,1,2
115,blueberry,1,2,3,1,1
116,blueberry,0,2,2,1,1
117,blueberry,0,2,2,1,1
118,blueberry,0,2,2,1,1
119,blueberry,0,2,2,1,1
120,blueberry,0,2,2,1,3
121,blueberry,0,2,2,1,1
122,blueberry,0,2,2,1,1
123,blueberry,0,2,2,1,1
124,blueberry,0,2,2,1,1
125,blueberry,0,2,2,1,1
126,blueberry,0,2,2,1,1
127,blueberry,0,2,2,1,1
128,blueberry,0,2,2,1,1
129,blueberry,1,2,3,1,1
130,blueberry,0,2,2,1,1
131,blueberry,0,2,2,1,2
132,blueberry,0,2,2,1,1
133,blueberry,0,2,2,1,1
134,blueberry,0,2,2,1,1
135,blueberry,0,2,2,1,1
136,blueberry,0,2,2,1,2
137,blueberry,0,2,2,1,1
138,blueberry,0,2,2,1,2
139,blueberry,0,2,2,1,1
140,blueberry,0,2,2,1,1
141,blueberry,0,2,2,1,1
142,blueberry,0,2,2,1,1
143,blueberry,1,2,3,1,1
144,blueberry,0,2,2,1,1
145,blueberry,1,2,3,2,1
146,blueberry,0,2,2,1,1
147,blueberry,0,2,2,1,1
148,blueberry,0,2,2,1,1
149,blueberry,0,2,2,1,1
150,blueberry,0,2,2,1,1
151,blueberry,0,2,2,1,2
152,blueberry,0,2,2,1,2
153,blueberry,0,2,2,1,1
154,blueberry,0,2,2,1,1
155,blueberry,0,2,2,1,2
156,blueberry,1,2,3,1,1
157,blueberry,0,2,2,1,2
158,blueberry,0,2,2,1,1
159,blueberry,1,2,3,1,2
160,blueberry,0,2,2,1,1
