match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,raspberry,2,1,3,1,1
2,raspberry,2,1,3,1,1
3,raspberry,2,1,3,1,1
4,blueberry,0,2,2,1,2
5,raspberry,2,1,3,1,1
6,raspberry,2,1,3,1,1
7,raspberry,2,1,3,1,1
8,raspberry,2,1,3,1,1
9,raspberry,2,1,3,1,1
10,blueberry,0,2,2,1,2
11,blueberry,0,2,2,1,2
12,raspberry,2,1,3,1,1
13,blueberry,0,2,2,1,2
14,raspberry,2,1,3,1,1
15,raspberry,2,1,3,1,1
16,raspberry,2,1,3,1,1
17,raspberry,2,1,3,1,1
18,raspberry,2,1,3,1,1
19,blueberry,0,2,2,1,2
20,blueberry,0,2,2,1,2
21,raspberry,2,1,3,1,1
22,raspberry,2,1,3,1,1
23,raspberry,2,1,3,1,1
24,raspberry,2,1,3,1,1
25,blueberry,0,2,2,1,2
26,raspberry,2,1,3,1,1
27,raspberry,2,1,3,1,1
28,raspberry,2,1,3,1,1
29,blueberry,0,2,2,1,2
30,raspberry,2,1,3,1,1
31,raspberry,2,1,3,1,1
32,raspberry,2,1,3,1,1
33,raspberry,2,1,3,1,1
34,raspberry,2,1,3,1,1
35,raspberry,2,1,3,1,1
36,raspberry,2,1,3,1,1
37,raspberry,2,1,3,1,1
38,raspberry,2,1,3,1,1
39,raspberry,2,1,3,1,1
40,raspberry,2,1,3,1,1
41,raspberry,2,1,3,1,1
42,blueberry,0,2,2,1,2
43,raspberry,2,1,3,1,1
44,raspberry,2,1,3,1,1
45,raspberry,2,1,3,1,1
46,raspberry,2,1,3,1,1
47,raspberry,2,1,3,1,1
48,blueberry,0,2,2,1,2
49,raspberry,2,1,3,1,1
50,raspberry,2,1,3,1,1
51,raspberry,2,1,3,1,1
52,raspberry,2,1,3,1,1
53,blueberry,0,2,2,1,2
54,raspberry,2,1,3,1,1
55,raspberry,2,1,3,1,1
56,blueberry,0,2,2,1,2
57,raspberry,2,1,3,1,1
58,raspberry,2,1,3,1,1
59,raspberry,2,1,3,1,1
60,raspberry,2,1,3,1,1
61,raspberry,2,1,3,1,1
62,raspberry,2,1,3,1,1
63,blueberry,0,2,2,1,2
64,blueberry,0,2,2,1,2
65,raspberry,2,1,3,1,1
66,raspberry,2,1,3,1,1
67,raspberry,2,1,3,1,1
68,raspberry,2,1,3,1,1
69,raspberry,2,1,3,1,1
70,raspberry,2,1,3,1,1
71,raspberry,2,1,3,1,1
72,raspberry,2,1,3,1,1
73,raspberry,2,1,3,1,1
74,raspberry,2,1,3,1,1
75,raspberry,2,1,3,1,1
76,blueberry,0,2,2,1,2
77,raspberry,2,1,3,1,1
78,raspberry,2,1,3,1,1
79,raspberry,2,1,3,1,1
80,blueberry,0,2,2,1,2
