match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,raspberry,2,0,2,1,1
2,raspberry,2,0,2,1,2
3,blueberry,0,2,2,1,1
4,raspberry,2,0,2,1,1
5,raspberry,2,0,2,1,2
6,raspberry,2,0,2,1,1
7,raspberry,2,1,3,1,1
8,blueberry,1,2,3,1,2
9,raspberry,2,0,2,2,3
10,raspberry,2,0,2,1,1
11,raspberry,2,0,2,1,1
12,raspberry,2,0,2,1,1
13,raspberry,2,0,2,1,2
14,raspberry,2,1,3,1,1
15,blueberry,1,2,3,1,1
16,blueberry,1,2,3,1,1
17,raspberry,2,0,2,1,1
18,raspberry,2,1,3,1,1
19,raspberry,2,0,2,1,1
20,blueberry,1,2,3,1,2
21,blueberry,1,2,3,1,1
22,blueberry,0,2,2,1,2
23,raspberry,2,0,2,1,1
24,raspberry,2,0,2,1,1
25,raspberry,2,0,2,1,1
26,raspberry,2,1,3,1,1
27,blueberry,0,2,2,1,1
28,blueberry,1,2,3,1,2
29,raspberry,2,1,3,2,1
30,raspberry,2,1,3,1,1
31,blueberry,1,2,3,1,1
32,blueberry,1,2,3,1,2
33,blueberry,1,2,3,1,2
34,blueberry,1,2,3,1,1
35,raspberry,2,0,2,1,1
36,blueberry,1,2,3,1,3
37,blueberry,0,2,2,1,1
38,blueberry,1,2,3,1,2
39,blueberry,1,2,3,1,1
40,blueberry,1,2,3,1,2
41,blueberry,1,2,3,1,2
42,raspberry,2,1,3,1,1
43,raspberry,2,1,3,1,1
44,raspberry,2,0,2,1,2
45,blueberry,0,2,2,1,3
46,raspberry,2,0,2,1,1
47,raspberry,2,0,2,1,1
48,raspberry,2,1,3,1,2
49,raspberry,2,1,3,1,1
50,blueberry,0,2,2,1,2
51,blueberry,1,2,3,1,2
52,blueberry,1,2,3,1,1
53,raspberry,2,1,3,1,1
54,blueberry,0,2,2,1,1
55,raspberry,2,0,2,1,1
56,blueberry,1,2,3,1,2
57,raspberry,2,0,2,1,1
58,raspberry,2,0,2,1,1
59,raspberry,2,0,2,1,1
60,blueberry,1,2,3,1,1
61,raspberry,2,1,3,1,1
62,raspberry,2,0,2,1,1
63,blueberry,1,2,3,1,2
64,raspberry,2,0,2,1,1
65,blueberry,1,2,3,1,3
66,raspberry,2,0,2,1,1
67,raspberry,2,1,3,1,1
68,raspberry,2,1,3,1,1
69,blueberry,1,2,3,1,3
70,raspberry,2,0,2,1,1
71,raspberry,2,0,2,1,1
72,blueberry,1,2,3,1,3
73,raspberry,2,0,2,1,1
74,raspberry,2,1,3,1,2
75,blueberry,1,2,3,1,1
76,raspberry,2,1,3,1,1
77,raspberry,2,0,2,1,1
78,blueberry,1,2,3,1,2
79,blueberry,1,2,3,1,1
80,raspberry,2,0,2,1,1
81,blueberry,1,2,3,1,3
82,blueberry,1,2,3,1,2
83,blueberry,1,2,3,1,3
84,blueberry,1,2,3,1,2
85,raspberry,2,0,2,1,1
86,raspberry,2,0,2,1,1
87,raspberry,2,1,3,1,1
88,blueberry,1,2,3,1,1
89,raspberry,2,1,3,1,2
90,blueberry,0,2,2,1,1
91,raspberry,2,1,3,1,1
92,raspberry,2,1,3,1,1
93,raspberry,2,1,3,1,1
94,blueberry,1,2,3,1,1
95,raspberry,2,0,2,1,1
96,blueberry,0,2,2,1,2
97,blueberry,0,2,2,1,1
98,blueberry,0,2,2,1,1
99,blueberry,0,2,2,1,1
100,blueberry,0,2,2,1,2
101,blueberry,0,2,2,1,1
102,blueberry,0,2,2,1,1
103,blueberry,0,2,2,1,1
104,blueberry,0,2,2,1,3
105,blueberry,1,2,3,1,1
106,raspberry,2,0,2,1,1
107,raspberry,2,1,3,1,1
108,raspberry,2,1,3,1,1
109,blueberry,0,2,2,1,1
110,blueberry,0,2,2,1,3
111,blueberry,1,2,3,1,1
112,blueberry,1,2,3,1,2
113,raspberry,2,1,3,1,1
114,raspberry,2,0,2,1,1
115,raspberry,2,1,3,1,2
116,raspberry,2,1,3,1,1
117,blueberry,0,2,2,1,1
118,raspberry,2,1,3,1,2
119,blueberry,1,2,3,1,2
120,raspberry,2,1,3,1,1
